PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY
M	2553	F	13	9	1824	10	51	16	0	48N50	2E11	92	ISSYLESMOULINEA
M	2554	F	5	6	1832	19	5	12	0	48N42	6E12	54	XIVRYCIRCOURT
M	2555	F	30	7	1848	21	40	40	0	43N57	4E50	84	SARRIANS
M	2556	F	6	1	1808	1	35	16	0	49N 7	6E11	57	METZ
M	2557	F	1	10	1842	9	35	0	0	44N 6	6E15	04	VALENSOLLE
M	2558	F	6	8	1837	13	53	40	0	42N58	1E35	09	BELESTA
M	2559	F	18	10	1840	21	48	56	0	50N18	2E46	62	ST-OMER
M	2560	F	12	8	1827	5	35	52	0	47N15	6E 2	25	BESANCON
M	2561	F	23	5	1816	5	35	52	0	47N15	6E 2	25	BESANCON
M	2562	F	14	5	1835	16	29	0	0	48N35	7E45	67	STRASBOURG
M	2563	F	15	2	1853	17	59	12	0	48N 1	0E12	72	LOUE
M	2564	F	8	7	1833	13	57	12	0	47N24	0E42	37	TOURS
M	2565	F	27	11	1880	9	54	0	0	48N27	1E30	28	CHATEAUDUN
M	2566	F	2	6	1834	22	39	28	0	48N 7	5E 8	52	ROCHEMARNE
M	2567	F	25	1	1836	8	18	56	0	50N18	2E46	62	BETHUNE
M	2568	F	20	12	1830	22	47	40	0	50N39	3E 5	59	LILLE
M	2569	F	16	8	1827	12	51	28	0	48N50	2E 8	78	STGERMAINENLAYE
M	2570	F	11	8	1841	1	41	4	0	49N46	4E44	08	CHARLEVILLE
M	2571	F	27	7	1874	8	47	40	0	50N39	3E 5	59	ARMENTIERES
M	2572	F	26	11	1835	16	47	40	0	50N39	3E 5	59	WAZEMMES
M	2573	F	17	10	1864	7	47	40	0	50N39	3E 5	59	LILLE
M	2574	F	28	11	1836	8	51	40	0	49N26	2E 5	60	COMPIEGNE
M	2575	F	1	5	1839	19	55	40	0	49N26	1E 5	76	ROUEN
M	2576	F	25	3	1837	18	55	16	0	49N 1	1E11	27	CHARLEVAL
M	2577	F	21	2	1846	15	29	0	0	48N35	7E45	67	MUTZIG
M	2578	F	3	9	1832	15	20	40	0	48N50	2E20	75	PARIS
M	2579	F	29	6	1835	13	41	4	0	49N46	4E44	08	SIGNY L'ABBAYE
M	2580	F	5	2	1833	19	39	20	0	48N46	5E10	55	STMIHIEL
M	2581	F	25	8	1842	6	50	40	0	48N50	2E20	75	PARIS
M	2582	F	19	3	1814	8	49	20	0	48N33	2E40	77	OCQUERRE
M	2583	F	15	10	1847	22	45	40	0	47N48	3E35	89	TONNERRE
M	2584	F	13	1	1875	18	48	56	0	50N18	2E46	62	LENS
M	2585	F	10	9	1846	21	25	40	0	49N26	1E 5	76	ROUEN
M	2586	F	31	8	1861	6	39	52	0	47N19	5E 2	21	DIJON
M	2587	F	4	3	1848	20	15	32	0	49N34	3E37	02	SAINT-QUENTIN
M	2588	F	23	11	1830	7	49	20	0	48N33	2E40	77	NANDY
M	2589	F	9	7	1844	9	57	36	0	44N50	0W34	33	BORDEAUX
M	2590	F	23	10	1833	12	39	52	0	47N19	5E 2	21	DIJON
M	2591	F	16	8	1835	13	44	28	0	43N37	3E53	34	MONTAGNAC
M	2592	F	13	4	1842	1	34	40	0	46N 9	1W10	17	SAINTES
M	2593	F	27	7	1845	11	35	16	0	49N 7	6E11	57	METZ
M	2594	F	13	1	1832	15	48	20	0	42N42	2E55	66	PERPIGNAN
M	2595	F	25	12	1844	5	29	0	0	48N35	7E45	67	LAUTERBOURG
M	2596	F	22	8	1839	4	34	8	0	48N10	6E28	88	VILLOUXEL
M	2597	F	21	12	1831	2	36	0	0	44N33	6E 0	05	GAP
M	2598	F	12	1	1844	23	35	16	0	49N 7	6E11	57	BITCHE
M	2599	F	2	1	1834	11	39	20	0	48N46	5E10	55	STMIHIEL
M	2600	F	8	10	1848	7	39	8	0	46N12	5E13	01	SERMOYER
M	2601	F	26	3	1802	3	40	24	0	44N56	4E54	26	VALENCE
M	2602	F	21	9	1847	13	30	36	0	48N 5	7E21	68	BERGHEIM
M	2603	F	9	1	1845	15	40	40	0	43N57	4E50	84	BEAUCET
M	2604	F	31	12	1877	19	51	40	0	49N26	2E 5	60	COMPIEGNE
M	2605	F	14	7	1828	21	35	52	0	47N15	6E 2	25	BESANCON
M	2606	F	22	1	1825	20	50	36	0	43N12	2E21	11	MIREPEISSET
M	2607	F	21	4	1836	9	47	40	0	50N39	3E 5	59	WAZEMMES
M	2608	F	22	4	1827	0	37	8	0	45N11	5E43	38	STMARCELLIN
M	2609	F	31	1	1865	7	51	28	0	48N50	2E 8	78	BOUGIVAL
M	2610	F	26	10	1844	11	55	24	0	44N56	4E54	26	VALENCE
M	2611	F	23	12	1837	12	29	0	0	48N35	7E45	67	STRASBOURG
M	2612	F	10	12	1846	22	29	0	0	48N35	7E45	67	SCHILTIGHEIM
M	2613	F	10	9	1843	14	38	32	0	43N18	5E22	13	MARSEILLE
M	2614	F	3	4	1840	2	50	40	0	48N50	2E20	75	PARIS
M	2615	F	12	2	1835	16	35	40	0	48N50	2E20	75	PARIS
M	2616	F	5	1	1860	19	48	56	0	50N18	2E46	62	ST-OMER
M	2617	F	24	2	1859	21	48	56	0	50N18	2E46	62	DUNKERQUE
M	2618	F	10	8	1837	1	29	0	0	48N35	7E45	67	STRASBOURG
M	2619	F	27	3	1834	3	30	36	0	48N 5	7E21	68	COLMAR
M	2620	F	16	9	1846	13	41	4	0	49N46	4E44	08	ATTIGNY
M	2621	F	13	7	1844	11	42	32	0	48N57	4E22	51	REIMS
M	2622	F	21	1	1834	0	40	24	0	44N56	4E54	26	BUIS
M	2623	F	3	4	1835	5	47	40	0	50N39	3E 5	59	ESCAUDAIN
M	2624	F	22	2	1831	20	47	40	0	50N39	3E 5	59	LILLE
